organization,url,archived_url,depth,environmental,environment,chemical,chemicals,contaminant,contaminants,contamination,pollution,pollutants,pollutant,endocrine disruptor,endocrine disruptors,endocrine disrupting chemical,endocrine disrupting chemicals,prevention,toxic,toxics,toxin,toxins,pfoa,pfos,pfas,pfcs,pfc,perfluorinated chemicals,precautionary principle,hormone disrupting chemical,hormone disrupting chemicals,pesticide,pesticides,flame retardant,flame retardants,bpa,phthalates,phthalate,paraben,parabens,bisphenol,bisphenols,lead,oxybenzone,diet,exercise,genetics,family history,obese,overweight,pregnancy history,alcohol,dense breasts,physically active,oral contraceptives,birth control,des,diethylstilbestrol,hormone therapy,hrt,pah,pahs,air pollution,physical activity,breast density,black,african american,african americans,african-american,african-americans,latina,latinas,hispanic,latino,asian,disparity,disparities,brac1,brac2,native-american,native-americans,native americans,native american,ethnicity
ACS,https://www.cancer.org/content/cancer/en/cancer/breast-cancer/breast-cancer-videos.html,https://web.archive.org/web/20190508013450/https://www.cancer.org/content/cancer/en/cancer/breast-cancer/breast-cancer-videos.html,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,http://blogs.cancer.org/drlen/2008/05/16/vitamin-d-and-breast-cancer-what-does-it-mean/,https://web.archive.org/web/20190508013450/http://blogs.cancer.org/drlen/2008/05/16/vitamin-d-and-breast-cancer-what-does-it-mean/,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://dceg.cancer.gov/about/organization/programs-hgp/iteb/breast-cancer-studies-ITEB,https://web.archive.org/web/20190508013452/https://dceg.cancer.gov/about/organization/programs-hgp/iteb/breast-cancer-studies-ITEB,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/publications/dictionaries/cancer-terms/def/breast-reconstruction,https://web.archive.org/web/20190508013453/https://www.cancer.gov/publications/dictionaries/cancer-terms/def/breast-reconstruction,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/news-events/cancer-currents-blog/2016/brca-testing-breast-cancer,https://web.archive.org/web/20190508013454/https://www.cancer.gov/news-events/cancer-currents-blog/2016/brca-testing-breast-cancer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://imat.cancer.gov/about-imat/grants-awarded/2005/molecular-genomics-breast-cancer,https://web.archive.org/web/20190508013456/https://imat.cancer.gov/about-imat/grants-awarded/2005/molecular-genomics-breast-cancer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/publications/dictionaries/cancer-terms/def/benign-breast-disease,https://web.archive.org/web/20190508013457/https://www.cancer.gov/publications/dictionaries/cancer-terms/def/benign-breast-disease,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/publications/dictionaries/cancer-terms/def/breast-duct-endoscopy,https://web.archive.org/web/20190508013459/https://www.cancer.gov/publications/dictionaries/cancer-terms/def/breast-duct-endoscopy,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://seer.cancer.gov/faststats/index.php?stat=Incidence&site=Breast+Cancer&x=12&y=20,https://web.archive.org/web/20190508013500/https://seer.cancer.gov/faststats/index.html,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://dceg.cancer.gov/research/cancer-types/breast-cancer/breast-imaging-publications,https://web.archive.org/web/20190508013502/https://dceg.cancer.gov/research/cancer-types/breast-cancer/breast-imaging-publications,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://jobs.cancer.org/category/making-strides-against-breast-cancer-jobs/79/27978/1/2,https://web.archive.org/web/20190508013502/https://jobs.cancer.org/category/making-strides-against-breast-cancer-jobs/79/27978/1/2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://www.cancer.org/cancer/cancer-causes/antiperspirants-and-breast-cancer-risk.html,https://web.archive.org/web/20190508013504/https://www.cancer.org/cancer/cancer-causes/antiperspirants-and-breast-cancer-risk.html,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://jobs.cancer.org/category/making-strides-against-breast-cancer-jobs/79/27978/1/3,https://web.archive.org/web/20190508013504/https://jobs.cancer.org/category/making-strides-against-breast-cancer-jobs/79/27978/1/3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://www.cancer.org/cancer/breast-cancer/about/breast-cancer-signs-and-symptoms.html,https://web.archive.org/web/20190508013505/https://www.cancer.org/cancer/breast-cancer/about/breast-cancer-signs-and-symptoms.html,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://jobs.cancer.org/category/making-strides-against-breast-cancer-jobs/79/27978/1/1,https://web.archive.org/web/20190508013506/https://jobs.cancer.org/category/making-strides-against-breast-cancer-jobs/79/27978/1/1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,http://blogs.cancer.org/drlen/2007/02/22/does-surgery-worsen-outomes-for-breast-cancer/,https://web.archive.org/web/20190508013507/http://blogs.cancer.org/drlen/2007/02/22/does-surgery-worsen-outomes-for-breast-cancer/,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ACS,http://blogs.cancer.org/drlen/2009/11/16/finding-breast-cancer-early-age-40-every-year/,https://web.archive.org/web/20190508013513/http://blogs.cancer.org/drlen/2009/11/16/finding-breast-cancer-early-age-40-every-year/,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,http://blogs.cancer.org/drlen/2005/10/12/the-real-measure-of-progress-in-breast-cancer/,https://web.archive.org/web/20190508013515/http://blogs.cancer.org/drlen/2005/10/12/the-real-measure-of-progress-in-breast-cancer/,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://www.cancer.org/latest-news/male-breast-cancer-survivor-is-former-caregiver.html,https://web.archive.org/web/20190508013517/https://www.cancer.org/latest-news/male-breast-cancer-survivor-is-former-caregiver.html,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://jobs.cancer.org/category/making-strides-against-breast-cancer-jobs/79/27978/1/4,https://web.archive.org/web/20190508013518/https://jobs.cancer.org/category/making-strides-against-breast-cancer-jobs/79/27978/1/4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,http://prod.cancer.org/research/cancer-facts-statistics/breast-cancer-facts-figures.html,https://web.archive.org/web/20190508013521/http://prod.cancer.org/research/cancer-facts-statistics/breast-cancer-facts-figures.html,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,http://blogs.cancer.org/drlen/2008/11/11/vitamin-d-fails-to-decrease-breast-cancer-risk/,https://web.archive.org/web/20190508013521/http://blogs.cancer.org/drlen/2008/11/11/vitamin-d-fails-to-decrease-breast-cancer-risk/,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,http://pressroom.cancer.org/2017-08-21-Be-a-Superhero-in-the-Fight-against-Breast-Cancer,https://web.archive.org/web/20190508013523/http://pressroom.cancer.org/2017-08-21-Be-a-Superhero-in-the-Fight-against-Breast-Cancer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/publications/dictionaries/cancer-terms/def/invasive-breast-cancer,https://web.archive.org/web/20190508013525/https://www.cancer.gov/publications/dictionaries/cancer-terms/def/invasive-breast-cancer,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/news-events/cancer-currents-blog/2017/neratinib-breast-cancer-fda,https://web.archive.org/web/20190508013526/https://www.cancer.gov/news-events/cancer-currents-blog/2017/neratinib-breast-cancer-fda,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/news-events/press-releases/2015/changing-survival-patterns-breast,https://web.archive.org/web/20190508013528/https://www.cancer.gov/news-events/press-releases/2015/changing-survival-patterns-breast,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/publications/dictionaries/cancer-terms/def/breast-sparing-surgery,https://web.archive.org/web/20190508013529/https://www.cancer.gov/publications/dictionaries/cancer-terms/def/breast-sparing-surgery,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://www.cancer.org/cancer/breast-cancer/risk-and-prevention/can-i-lower-my-risk.html,https://web.archive.org/web/20190508013530/https://www.cancer.org/cancer/breast-cancer/risk-and-prevention/can-i-lower-my-risk.html,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,http://prod.cancer.org/cancer/breast-cancer/understanding-a-breast-cancer-diagnosis.html,https://web.archive.org/web/20190508013531/http://prod.cancer.org/cancer/breast-cancer/understanding-a-breast-cancer-diagnosis.html,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://www.cancer.org/latest-news/stories-of-hope.html?tag=cancer-types%3Abreast-cancer,https://web.archive.org/web/20190508013533/https://www.cancer.org/latest-news/stories-of-hope.html?tag=cancer-types%3Abreast-cancer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ACS,https://www.cancer.org/latest-news/survivor-vows-to-help-others-fight-breast-cancer.html,https://web.archive.org/web/20190508013534/https://www.cancer.org/latest-news/survivor-vows-to-help-others-fight-breast-cancer.html,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://www.cancer.org/cancer/breast-cancer-in-men/after-treatment/emotional-health.html,https://web.archive.org/web/20190508013535/https://www.cancer.org/cancer/breast-cancer-in-men/after-treatment/emotional-health.html,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,4,0,8,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,http://blogs.cancer.org/expertvoices/2014/05/13/cell-phones-bras-and-breast-cancer-risk/,https://web.archive.org/web/20190508013536/https://www.cancer.org/cancer/breast-cancer/risk-and-prevention/disproven-or-controversial-breast-cancer-risk-factors.html,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,http://blogs.cancer.org/drlen/2007/08/09/should-mris-be-used-to-screen-for-breast-cancer/,https://web.archive.org/web/20190508013538/http://blogs.cancer.org/drlen/2007/08/09/should-mris-be-used-to-screen-for-breast-cancer/,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,http://blogs.cancer.org/drlen/2007/04/18/what-caused-the-sudden-decline-in-breast-cancer/,https://web.archive.org/web/20190508013541/http://blogs.cancer.org/drlen/2007/04/18/what-caused-the-sudden-decline-in-breast-cancer/,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://www.cancer.org/cancer/breast-cancer-in-men/if-youre-a-man-with-breast-cancer.html,https://web.archive.org/web/20190508013543/https://www.cancer.org/cancer/breast-cancer-in-men/if-youre-a-man-with-breast-cancer.html,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACS,https://www.cancer.org/cancer/breast-cancer.html/breast-cancer-after-pregnancy-after.html,https://web.archive.org/web/20190508013544/https://www.cancer.org/cancer/breast-cancer.html/breast-cancer-after-pregnancy-after.html,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://dceg.cancer.gov/research/cancer-types/breast-cancer/breast-tumor-characterization,https://web.archive.org/web/20190508013545/https://dceg.cancer.gov/research/cancer-types/breast-cancer/breast-tumor-characterization,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/news-events/cancer-currents-blog/2017/duloxetine-breast-joint-pain,https://web.archive.org/web/20190508013546/https://www.cancer.gov/news-events/cancer-currents-blog/2017/duloxetine-breast-joint-pain,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/news-events/cancer-currents-blog/2018/increased-heart-failure-risk,https://web.archive.org/web/20190508013548/https://www.cancer.gov/news-events/cancer-currents-blog/2018/increased-heart-failure-risk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://prevention.cancer.gov/research-groups/breast-and-gynecologic-cancer/grants?page=1,https://web.archive.org/web/20190508013549/https://prevention.cancer.gov/research-groups/breast-and-gynecologic-cancer/grants?page=1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://dceg.cancer.gov/news-events/research-news-highlights/2017/breast-cancer-oncoarray,https://web.archive.org/web/20190508013552/https://dceg.cancer.gov/news-events/research-news-highlights/2017/breast-cancer-oncoarray,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/news-events/press-releases/2016/breast-cancer-genetics-black-women,https://web.archive.org/web/20190508013554/https://www.cancer.gov/news-events/press-releases/2016/breast-cancer-genetics-black-women,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/news-events/cancer-currents-blog/2016/subsidies-breast-disparities,https://web.archive.org/web/20190508013555/https://www.cancer.gov/news-events/cancer-currents-blog/2016/subsidies-breast-disparities,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0
NCI,https://ncifrederick.cancer.gov/about/theposter/content/take-hike-breast-cancer-awareness,https://web.archive.org/web/20190508013556/https://ncifrederick.cancer.gov/about/theposter/content/take-hike-breast-cancer-awareness,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://prevention.cancer.gov/research-groups/breast-and-gynecologic-cancer/grants?page=2,https://web.archive.org/web/20190508013558/https://prevention.cancer.gov/research-groups/breast-and-gynecologic-cancer/grants?page=2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://cancerresearchideas.cancer.gov/a/dtd/Breast-Cancer-in-Hispanic-Women/185163-39827,https://web.archive.org/web/20190508013600/https://cancerresearchideas.cancer.gov/a/dtd/Breast-Cancer-in-Hispanic-Women/185163-39827,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/publications/dictionaries/cancer-terms/def/cutaneous-breast-cancer,https://web.archive.org/web/20190508013602/https://www.cancer.gov/publications/dictionaries/cancer-terms/def/cutaneous-breast-cancer,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://www.cancer.gov/about-nci/organization/ccct/steering-committees/nctn/breast-cancer,https://web.archive.org/web/20190508013603/https://www.cancer.gov/about-nci/organization/ccct/steering-committees/nctn/breast-cancer,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCI,https://dceg.cancer.gov/news-events/linkage-newsletter/2012-07/news-events/breastworkshop,https://web.archive.org/web/20190508013605/https://dceg.cancer.gov/news-events/linkage-newsletter/2012-07/news-events/breastworkshop,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
